Order Year,Order Month,Order Quarter,Region,Product Category,Product_Group,Price_Tier,Sales,Quantity,Discount,Profit,Profit Margin,Shipping Cost,Browsing Time (min),Average_Order_Value,Discount_Level,Profit_Margin_Level,LTV_Proxy,Education_Level,Is_Holiday_Season,Purchase_Frequency,Season
2023,6,Q2,西南,美妆,产品20,高价,3123.819127700416,9,0.083433650266141,465.4634755800861,38.24606224706854,38.64845416674248,32.635668917514685,347.0910141889351,低折扣,超高利润,4318.55693576655,高等教育,False,中频,夏
2024,6,Q2,华南,食品,产品16,中价,4264.800719465707,6,0.0553305571752794,304.7019709767483,45.18340662671723,24.85022738442501,34.74487275936301,710.8001199109511,低折扣,超高利润,6191.782970361059,高等教育,False,中频,夏
2024,3,Q1,华东,家居,产品46,低价,1061.6040118602116,5,0.14925492806233,42.61838956307468,25.15746380934665,38.01298231795761,19.30921595500184,212.32080237204232,中等折扣,高利润,1328.6766569425165,其他,False,低频,春
2022,7,Q3,华南,食品,产品43,中价,715.1939705025378,3,0.0827846484471562,594.2261318672766,28.87129342390065,33.1262054514648,1.744031783280152,238.3979901675126,低折扣,高利润,921.679720276371,高等教育,True,低频,夏
2024,3,Q1,西北,美妆,产品7,高价,4821.051742624205,6,0.2193031047418449,528.9131210178084,23.70984411117083,43.430735015095394,28.19392188144445,803.5086237707009,高折扣,高利润,5964.115595319288,高等教育,False,中频,春
2022,8,Q3,西南,电子产品,产品16,中价,629.4183409443948,3,0.0229867205976608,290.1706290747869,43.266961368486754,41.11069169018167,3.776165972061491,209.8061136481316,低折扣,超高利润,901.7485313669764,高等教育,True,中频,夏
2024,10,Q4,华北,美妆,产品45,高价,2444.606243525227,6,0.1992099099333952,47.59620789391046,15.336604191296049,6.861847211026695,5.745654150754637,407.43437392087117,中等折扣,中利润,2819.525827130402,中等教育,False,低频,秋
2023,4,Q2,西北,服装,产品47,低价,2969.262271087179,4,0.0712680043703309,994.6482453497208,15.78690852091001,22.04991906496724,29.61103166443236,742.3155677717948,低折扣,中利润,3438.016989569607,高等教育,False,中频,春
2024,1,Q1,西南,服装,产品48,低价,2752.734662446448,2,0.1467837783154809,487.1663249581418,21.76722966096859,6.562226848275255,14.749486350285611,1376.367331223224,中等折扣,高利润,3351.9287383782553,其他,True,中频,冬
2022,4,Q2,华南,家居,产品27,低价,521.5575694614217,8,0.0858269766093781,758.4441993563363,15.365427444605803,9.593371614474409,16.31332671916313,65.19469618267772,低折扣,中利润,601.697119378866,高等教育,False,中频,春
2022,7,Q3,西北,美妆,产品23,高价,379.4318786177349,4,0.2168306028032386,457.79089470082215,30.245307638671434,32.063482490162514,22.419511387262716,94.85796965443373,高折扣,超高利润,494.19221758485924,其他,True,低频,夏
2023,11,Q4,西南,家居,产品24,低价,616.8687945590748,9,0.283592112075491,52.73858795431202,11.052054792297604,44.3219819523014,44.05744937381245,68.54097717323053,高折扣,中利润,685.0454717303295,高等教育,False,中频,秋
2024,4,Q2,华东,家居,产品9,低价,2969.3796509758013,7,0.2751230338409439,316.50473763464504,19.40837987318249,10.392114141917023,43.47945771250326,424.19709299654306,高折扣,中利润,3545.688133514165,其他,False,高频,春
2024,6,Q2,华东,服装,产品35,低价,2767.289949408173,2,0.1750278645432273,326.90903959584216,46.10501143140155,25.29901793600742,19.315483971843303,1383.6449747040865,中等折扣,超高利润,4043.1492969228375,中等教育,False,高频,夏
2023,9,Q3,华北,家居,产品20,低价,1245.3298809800467,4,0.1387830909770935,839.9693750085258,23.415146608630817,45.98955071628997,12.681965557604416,311.3324702450117,中等折扣,高利润,1536.9256983726123,高等教育,False,中频,秋
2024,1,Q1,西南,服装,产品37,低价,3225.0932950433985,5,0.2454901528318145,657.6876782198756,38.67051724220792,41.64354426522145,14.314054717221094,645.0186590086797,高折扣,超高利润,4472.253553780447,高等教育,True,低频,冬
2024,5,Q2,华东,电子产品,产品42,中价,4118.330760072682,3,0.2049979087883189,282.6756046030781,10.105798626795831,28.385055340966847,12.826377119110582,1372.7769200242274,高折扣,中利润,4534.520973471018,中等教育,False,低频,春
2022,11,Q4,华南,美妆,产品17,高价,303.73690324830943,9,0.0550692342650798,968.0625551124951,16.14040286638031,39.7207147697974,24.41881551423835,33.748544805367715,低折扣,中利润,352.76126308645433,其他,False,中频,秋
2024,7,Q3,西南,家居,产品47,低价,2540.836723385408,5,0.2462757640839,328.32641407389264,41.33055295401658,28.521219832004164,27.701831543240854,508.1673446770816,高折扣,超高利润,3590.9785908193135,中等教育,True,中频,夏
2024,1,Q1,华南,服装,产品31,低价,3477.6210193031825,2,0.128665316818413,998.2516855704332,39.33468213303623,12.114155177728197,22.506293082105305,1738.8105096515912,中等折扣,超高利润,4845.532193037744,高等教育,True,高频,冬
2023,4,Q2,华南,食品,产品8,中价,1336.3284426414666,3,0.0566956979913525,996.2020562385604,22.37701633672195,10.61312509497556,18.951751938918704,445.4428142138222,低折扣,高利润,1635.3588765636098,中等教育,False,低频,春
2023,6,Q2,华东,家居,产品15,低价,1608.077435936431,9,0.0845392051189477,199.2984125692744,47.94786059150634,13.47657044301814,10.296541653077265,178.67527065960343,低折扣,超高利润,2379.1161631227005,其他,False,低频,夏
2022,2,Q1,西南,电子产品,产品31,中价,3106.8257246479807,7,0.0802581090745027,319.6137050265162,45.97893571255455,20.791494273455577,22.230246020812988,443.83224637828295,低折扣,超高利润,4535.311127284983,中等教育,True,低频,冬
2024,10,Q4,西北,电子产品,产品30,中价,4499.882937874311,2,0.155762092381038,491.18375649980766,48.30353371005079,46.87381704533084,16.008519407308153,2249.9414689371556,中等折扣,超高利润,6673.485409683253,高等教育,False,低频,秋
2024,5,Q2,华东,食品,产品46,中价,4068.629659484207,9,0.0703110272033626,667.459664436412,24.256161058450346,40.98552861441206,24.830200363127087,452.0699621649119,低折扣,高利润,5055.523022560576,中等教育,False,高频,春
2024,11,Q4,华东,服装,产品20,低价,2957.338073587959,4,0.0370699462204728,532.7669745137613,13.886311265855737,24.47607025518429,30.70833428251145,739.3345183969898,低折扣,中利润,3368.003243670045,中等教育,False,中频,秋
2022,10,Q4,西南,家居,产品39,低价,3678.086417010521,9,0.0371072551841282,969.7470544409342,33.19963875911034,27.18845194044083,28.865735675210864,408.67626855672455,低折扣,超高利润,4899.197820705918,其他,False,低频,秋
2022,1,Q1,西南,服装,产品12,低价,1887.6301040182136,2,0.1749828591417289,726.7492725933346,35.81479212256393,16.952425594988668,21.349569257846102,943.8150520091068,中等折扣,超高利润,2563.680901815274,高等教育,True,高频,冬
2023,6,Q2,华南,电子产品,产品49,中价,3240.731087683913,4,0.2204277866548135,219.92440088914464,10.6448803002734,36.69588304124586,25.46630666831828,810.1827719209782,高折扣,中利润,3585.7030328216133,高等教育,False,低频,夏
2022,6,Q2,西南,服装,产品17,低价,2384.289796525029,5,0.0964599026515022,114.04657471150192,40.391736543315766,41.12445521579171,13.533669762273426,476.8579593050058,低折扣,超高利润,3347.345849566578,其他,False,低频,夏
2024,4,Q2,华南,电子产品,产品42,中价,1030.6870686420484,2,0.0103952129442051,691.5172778022632,5.812709889198223,15.750711305040944,2.0665713969851462,515.3435343210242,低折扣,低利润,1090.597917807692,其他,False,低频,春
2024,8,Q3,华东,服装,产品30,低价,3538.5175419985603,1,0.0381674660811032,166.86791577895536,26.722777436455253,6.881973070390941,28.50085598339658,3538.5175419985603,低折扣,高利润,4484.107709296763,其他,True,低频,夏
2022,4,Q2,华北,食品,产品29,中价,2826.676723009228,7,0.2744083681011171,789.8000719323966,19.89573167727027,33.07500244233367,12.113016602058226,403.81096042988975,高折扣,中利润,3389.0647392030005,高等教育,False,中频,春
2024,8,Q3,西北,美妆,产品19,高价,1857.2457515725976,1,0.1480630978768359,317.9263005877336,38.31363769545878,30.313045361089248,30.43396324300408,1857.2457515725976,中等折扣,超高利润,2568.824159944423,高等教育,True,高频,夏
2024,8,Q3,华东,食品,产品46,中价,4565.5620313852905,8,0.1360718428845524,333.62433042505046,19.07423273398172,23.09590197629944,33.86837398226621,570.6952539231613,中等折扣,中利润,5436.407958866024,中等教育,True,低频,夏
2022,5,Q2,西南,食品,产品11,中价,202.577177350993,3,0.0114147534930272,20.690408465616848,42.20632007514648,33.97522737979446,41.30082082856637,67.52572578366433,低折扣,超高利润,288.07754922295027,其他,False,中频,春
2022,4,Q2,西北,美妆,产品34,高价,1647.2884411225305,6,0.2185911066950697,704.0011544240903,31.772906995136477,29.77759840933146,43.15740300110297,274.5480735204217,高折扣,超高利润,2170.6798654620256,其他,False,高频,春
2024,12,Q4,华北,美妆,产品7,高价,378.7188491104681,7,0.1584204242796236,122.13705553403892,40.725201279293245,16.276170946738674,1.4631460376268637,54.10269273006687,中等折扣,超高利润,532.9528626933292,其他,True,低频,冬
2024,2,Q1,华北,家居,产品44,低价,3855.983849485973,1,0.0606242808259562,775.151771688883,49.52032870278307,22.897803903022503,44.576465211604045,3855.983849485973,低折扣,超高利润,5765.479726477655,高等教育,True,中频,冬
2024,11,Q4,华南,家居,产品34,低价,3540.3265251575835,6,0.0330221280543171,496.94914369803473,35.56212555846005,24.26511063862588,31.05280601374308,590.0544208595973,低折扣,超高利润,4799.34188921359,其他,False,高频,秋
2023,3,Q1,西北,食品,产品20,中价,1723.6258718079534,7,0.1150163590895995,786.4370168050234,49.32276423627398,44.611159751400365,29.315063056464325,246.2322674011362,中等折扣,超高利润,2573.7657968752123,中等教育,False,低频,春
2023,3,Q1,华南,食品,产品38,中价,3410.748220814658,6,0.2511485892585077,588.0872738057639,6.297634711476741,48.240686935803176,1.669376188595638,568.458036802443,高折扣,低利润,3625.5446846897576,其他,False,高频,春
2023,4,Q2,华东,电子产品,产品24,中价,2040.0924083601544,4,0.2595883677603073,91.60893929880083,20.21629948177138,45.18506130784237,38.89427012301645,510.0231020900386,高折扣,高利润,2452.523599339125,中等教育,False,高频,春
2022,4,Q2,西北,电子产品,产品10,中价,3805.643577969928,1,0.1808539141186909,767.9958133381313,9.853396905303912,37.363011082339085,7.40162367890436,3805.643577969928,中等折扣,低利润,4180.6287445085145,高等教育,False,高频,春
2023,10,Q4,华东,家居,产品32,低价,2325.49994740986,9,0.2182609281690428,79.10149004580225,16.80372191229978,31.324673012261982,37.842526773053805,258.38888304554,高折扣,中利润,2716.2704916432904,高等教育,False,低频,秋
2022,11,Q4,华南,家居,产品15,低价,2120.170666375161,4,0.0345467362208611,483.9147033636389,42.74995546065985,36.016773595967976,1.6847520353835042,530.0426665937903,低折扣,超高利润,3026.5426819405175,高等教育,False,中频,秋
2022,11,Q4,西北,电子产品,产品37,中价,4680.176585892675,7,0.1764378196403564,180.6257220035137,6.454546939674064,47.25991493297101,29.422427549963096,668.596655127525,中等折扣,低利润,4982.260780488752,中等教育,False,低频,秋
2023,5,Q2,华南,电子产品,产品20,中价,1329.3075894644312,7,0.2000897110461545,754.8118261981061,28.40823210795772,16.24994308507243,20.13126748587242,189.90108420920447,高折扣,高利润,1706.9403749081846,高等教育,False,低频,春
2023,4,Q2,西北,服装,产品3,低价,690.1919659831706,2,0.0602138528741376,912.4753155280652,30.520791838956782,29.08042284530322,9.833736078610745,345.0959829915853,低折扣,超高利润,900.8440192100974,高等教育,False,中频,春
2023,11,Q4,华南,服装,产品37,低价,2964.261254971345,1,0.2640464198730776,558.5849017246915,30.251801600238025,36.032360855018354,5.732701237899101,2964.261254971345,高折扣,超高利润,3861.0036887380024,高等教育,False,中频,秋
2024,10,Q4,华北,电子产品,产品40,中价,4849.676880192476,8,0.0584990212563059,531.8758213561887,26.388368322046507,35.56611505959236,20.365618648038364,606.2096100240595,低折扣,高利润,6129.427477766801,高等教育,False,高频,秋
2023,8,Q3,华南,服装,产品8,低价,1951.4121472632144,8,0.0940432079539351,766.3235643623617,40.57713341463899,16.352553180957642,6.425455434142689,243.9265184079018,低折扣,超高利润,2743.2392577276805,中等教育,True,中频,夏
2024,6,Q2,华北,美妆,产品40,高价,403.98014178102943,7,0.1861670541070375,15.028024845969938,11.009439027749805,31.402918732538836,22.403650914406093,57.711448825861346,中等折扣,中利润,448.4560891746291,高等教育,False,中频,夏
2022,6,Q2,华南,家居,产品44,低价,1762.5958098168803,8,0.1915050195392192,918.5810562088092,18.97596569978543,40.81609140890704,28.5095505807255,220.32447622711004,中等折扣,中利润,2097.065386113587,其他,False,中频,夏
2024,8,Q3,西北,家居,产品23,低价,2579.0651061658364,3,0.2098154222962101,205.4743289202204,32.707672405032774,26.37855410226097,37.40490451872376,859.6883687219455,高折扣,超高利润,3422.6172722030688,高等教育,True,中频,夏
2023,7,Q3,西北,电子产品,产品40,中价,893.4227324978472,2,0.0336035139204617,984.2776949879748,36.09281148205801,40.69841345144307,30.86057523604613,446.7113662489236,低折扣,超高利润,1215.8841150761466,高等教育,True,低频,夏
2022,10,Q4,西北,食品,产品11,中价,3324.700868476811,7,0.2548393289785666,738.8914084808575,23.186679429967533,21.194716898954965,3.868789735070621,474.95726692525875,高折扣,高利润,4095.5886008558755,高等教育,False,低频,秋
2022,11,Q4,西南,电子产品,产品46,中价,4988.972006149983,8,0.1598541396849779,776.5086362236643,44.391706849725495,47.24420572236915,14.527031432104836,623.6215007687479,中等折扣,超高利润,7203.661833934952,中等教育,False,低频,秋
2022,12,Q4,华东,服装,产品8,低价,2313.523432309075,1,0.1413965382315205,659.6409505698705,23.697202851316145,29.026779822459545,13.671058749030015,2313.523432309075,中等折扣,高利润,2861.763773076088,中等教育,True,中频,冬
2024,10,Q4,西北,食品,产品29,中价,1838.1699279780416,9,0.2943292873540528,476.9465509573087,23.124926045674997,31.817657785667645,41.261426632727705,204.2411031086713,高折扣,高利润,2263.2453644168013,中等教育,False,高频,秋
2023,8,Q3,华北,服装,产品30,低价,2063.4504174888866,4,0.2221134890823059,575.9114164275538,6.629326766932323,6.411270596206478,39.18240995328159,515.8626043722217,高折扣,低利润,2200.243288337854,高等教育,True,高频,夏
2022,2,Q1,西北,美妆,产品10,高价,664.2162741364856,4,0.0354018079858124,55.9388571549744,29.801360128763022,12.66211117078674,17.286508407418346,166.0540685341214,低折扣,高利润,862.1617580257515,中等教育,True,低频,冬
2022,9,Q3,西南,服装,产品39,低价,4428.0406469884965,3,0.2269617501678722,627.7199143376941,36.89063773303573,33.48202462119701,4.1308312588335685,1476.0135489961656,高折扣,超高利润,6061.573080740594,高等教育,False,中频,秋
2022,1,Q1,华北,美妆,产品28,高价,2132.6457120546247,6,0.0285746801918608,629.8371209671762,10.149717358258163,23.89416673020221,40.34072198340827,355.44095200910414,低折扣,中利润,2349.1032240811815,中等教育,True,中频,冬
